1.0 0:1 38290:1  58013:1.0  
0.0 6:1 59003:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 59367:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 59578:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 59662:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 59757:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 59852:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 59868:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 59999:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60155:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60244:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60453:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60473:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60495:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60531:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60547:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60573:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60813:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60814:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60847:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 60932:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61145:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61163:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61251:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61297:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61354:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61386:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61462:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61754:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61879:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 61906:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 62116:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 62608:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 62645:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 63312:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 63377:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 63395:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 63676:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 64062:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 64371:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 64430:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 64614:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 64643:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 64767:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 6:1 65053:1  45939:0.408248290464 49156:0.408248290464 48308:0.408248290464 54599:0.408248290464 57832:0.408248290464 60368:0.408248290464  
0.0 7:1 46188:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46216:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46274:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46389:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46501:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46658:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46759:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46822:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46882:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46926:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 46935:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47002:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47041:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47059:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47208:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47246:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47445:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47500:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47539:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47544:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47582:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47675:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47856:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47961:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 47970:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 48148:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 48178:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 48446:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 48449:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 48759:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 48843:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49019:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49039:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49089:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49092:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49095:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49146:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49383:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49516:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49570:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49624:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49933:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49973:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 49980:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 50002:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 50500:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 50561:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 50704:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51421:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51458:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51480:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51548:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51580:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51662:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51730:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 51768:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 52081:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 52132:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 52306:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 52519:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 52616:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 52618:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53004:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53104:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53309:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53334:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53391:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53715:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53731:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
0.0 7:1 53742:1  44945:0.353553390593 48195:0.353553390593 48511:0.353553390593 48831:0.353553390593 50955:0.353553390593 54599:0.353553390593 55216:0.353553390593 60368:0.353553390593  
